Campaign,Chapter,Guid,Kind,Stage,X,Y,Z,Pitch,Yaw,Roll,Condition,Events,Tags,Param1
Leon,-1,,Biorand_BearTrap,44210,-6.42,-0.8,192.23,0,-141,0,,01_Village.CP2.StartVanilla.CP201_AbandonedFactory.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_WoodenBarrel,44410,15.88,-6.13,215.84,0,124,0,,01_Village.CP2.StartVanilla.CP201_AbandonedFactory.Gimmicks.3,chapteronly,
Leon,-1,,Biorand_WoodenBarrel,44210,-15.84,-0.82,187.67,0,178,0,,01_Village.CP2.StartVanilla.CP201_AbandonedFactory.Gimmicks.3,chapteronly,
Leon,-1,,Biorand_BearTrap,44210,-8.95,-0.79,190.47,0,127,0,,01_Village.CP2.StartVanilla.CP201_AbandonedFactory.Gimmicks.3,chapteronly,
Leon,-1,,Biorand_BearTrap,44210,-8.9,-0.71,194.83,0,127,0,,01_Village.CP2.StartVanilla.CP201_AbandonedFactory.Gimmicks.3,chapteronly,
Leon,-1,,Biorand_LargeRocks,44200,-11.07,-1.19,196.05,0,118,0,,01_Village.CP2.StartVanilla.CP201_AbandonedFactory.Gimmicks.3,chapteronly,
Leon,-1,,Biorand_LargeRocks,44200,9.52,-1.91,170.92,0,92,0,,01_Village.CP2.StartVanilla.CP202_HexagonConnector.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_WoodenBarrel,44200,6.2,-1.43,168.07,0,12,0,,01_Village.CP2.StartVanilla.CP202_HexagonConnector.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_WoodenBarrel,44200,5.29,-1.35,168.46,0,27,0,,01_Village.CP2.StartVanilla.CP202_HexagonConnector.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_SmallWoodenBox,44200,4.92,-0.92,169.83,0,79,0,,01_Village.CP2.StartVanilla.CP202_HexagonConnector.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_LargeRocks,44200,21.74,-1.76,176.1,0,-51,0,,01_Village.CP2.StartVanilla.CP202_HexagonConnector.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_SmallWoodenBox,44200,22.15,-1.23,176.05,0,-43,0,,01_Village.CP2.StartVanilla.CP202_HexagonConnector.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_SmallWoodenBox,44200,22.04,-1.24,175.9,0,-43,0,,01_Village.CP2.StartVanilla.CP202_HexagonConnector.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_SmallWoodenBox,44200,21.81,-1.26,175.67,0,-44,0,,01_Village.CP2.StartVanilla.CP202_HexagonConnector.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_LargeRocks,44200,19.73,-1.43,182.14,0,149,0,,01_Village.CP2.StartVanilla.CP202_HexagonConnector.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_SmallWoodenBox,44200,19.39,-0.92,182.02,0,163,0,,01_Village.CP2.StartVanilla.CP202_HexagonConnector.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_SmallWoodenBox,44200,19.5,-0.93,182.29,0,163,0,,01_Village.CP2.StartVanilla.CP202_HexagonConnector.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_SmallWoodenBox,44200,19.79,-0.94,182.39,0,163,0,,01_Village.CP2.StartVanilla.CP202_HexagonConnector.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_GateShutter,44400,69.36,-9.63,206.17,0,-148.13,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Window.Block,chapteronly,
Leon,-1,,Biorand_WoodenBarrel,44400,67.23,-5.5,201.55,0,-50,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Window.Block,,
Leon,-1,,Biorand_WoodenBarrel,44400,67.84,-5.51,202.45,0,-55,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Window.Block,,
Leon,-1,,Biorand_WoodenBarrel,44400,68.23,-5.47,203.36,0,-55,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Window.Block,,
Leon,-1,,Biorand_WoodenBarrel,44400,68.9,-5.44,204.22,0,-54,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Window.Block,,
Leon,-1,,Biorand_WoodenBarrel,44400,65.4,-5.5,201.37,0,37,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Window.Block,,
Leon,-1,,Biorand_WoodenBarrel,44400,64.4,-5.47,201.86,0,35,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Window.Block,,
Leon,-1,,Biorand_ExplosionOilBarrel,44400,62.74,-5.59,205.02,0,27,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,44400,65.19,-5.52,217.14,0,75,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_BearTrap,44400,63.5,-5.55,213.12,0,18,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,44400,58.34,-7.8,228.2,0,13,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,44400,72.68,-5.55,204.59,0,-53,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_BearTrap,44400,87.78,-3.39,226.69,0,-44,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,44400,93.87,-3.31,218.04,0,-143,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,44400,77.99,0.7,206.18,0,-133,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_Wall,44400,72.97,-8.22,221.54,0,-54,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_BearTrap,44400,67.72,1.27,201.91,0,-67,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,44400,73.59,1.23,196.82,0,-37,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Gimmicks.3,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,44400,81.98,-7.78,225.67,0,-144,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Gimmicks.3,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,44400,67.43,-7.74,227.31,0,-180,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Gimmicks.4,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,44400,62.76,-7.88,234.51,0,165,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Gimmicks.4,chapteronly,
Leon,-1,,Biorand_Wall,44400,69.75,-8.26,226.1,0,-144,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Gimmicks.4,chapteronly,
Leon,-1,,Biorand_LargeRocks,44400,57.59,-7.85,220.85,0,109,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Gimmicks.5,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,44400,59.86,-5.57,215.16,0,154,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Gimmicks.5,chapteronly,
Leon,-1,,Biorand_FallenShelves,44400,59.97,-7.88,229.34,0,124,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Gimmicks.5,chapteronly,
Leon,-1,,Biorand_RoomDivider,44400,68.97,-5.57,206.19,0,-152,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Gimmicks.5,chapteronly,
Leon,-1,,Biorand_BearTrap,44400,81.32,-5.58,209.95,0,-6,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Gimmicks.5,chapteronly,
Leon,-1,9105b9d2-31f5-43d5-9760-b77ad8447b83,Biorand_GateShutter,44400,63.57,-5.54,214.08,0,179,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Level.Shutter|Event,chapteronly,
Leon,-1,45e0bf64-2bd9-46c5-b9f7-d667b7b12efd,Biorand_GateShutter,44400,80.61,-5.57,212.5,0,116,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Level.Shutter|Event,chapteronly,
Leon,-1,06a773b4-74e0-465a-a7ba-4a27df831ea6,Biorand_GateShutter,44400,86.66,-7.78,218.93,0,134,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Level.Shutter|Event,chapteronly,
Leon,-1,,Biorand_Wall,44400,74.21,-3.69,229.53,0,-137,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Level.Shutter|Event,chapteronly,
Leon,-1,,Biorand_Wall,44400,74.62,-3.69,227.52,0,-41,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Level.Shutter|Event,chapteronly,
Leon,-1,,Biorand_Wall,44400,75.57,-3.69,228.86,0,-98,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Level.Shutter|Event,chapteronly,
Leon,-1,,Biorand_WoodenBarrel,44410,4.9,-6.07,235.09,0,180,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Level.FactoryReturn|HexGuardian,chapteronly,
Leon,-1,,Biorand_WoodenBarrel,44410,4.17,-6.05,233.8,0,178,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Level.FactoryReturn|HexGuardian,chapteronly,
Leon,-1,,Biorand_WoodenBarrel,44410,5.86,-6.04,233.88,0,179,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Level.FactoryReturn|HexGuardian,chapteronly,
Leon,-1,,Biorand_WoodenBarrel,44410,1.82,-6.08,228.05,0,165,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Level.FactoryReturn|HexGuardian,chapteronly,
Leon,-1,,Biorand_WoodenBarrel,44410,17.9,-6.13,227.23,0,-18,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Level.FactoryReturn|HexGuardian,chapteronly,
Leon,-1,,Biorand_BlueWallTorch,44400,72.56,-2.91,226.66,0,127,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Level.FactoryReturn|EventTorch,chapteronly,
Leon,-1,,Biorand_BlueWallTorch,44300,37.41,0.18,185.04,0,-0.07,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Level.HexShuffle|Layout,chapteronly,
Leon,-1,,Biorand_Wall,44200,19.24,-1.55,168.88,0.02,-0.05,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Level.HexShuffle|Layout,chapteronly,
Leon,-1,,Biorand_Ladder1,44200,17.18,-1.12,170.48,0,-174.4,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Level.HexShuffle|Layout,chapteronly,
Leon,-1,,Biorand_Ladder1,44201,19.89,-1.25,167,0,0,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Level.HexShuffle|WayBack,chapteronly,
Leon,-1,8ee43c1f-65d8-451b-8541-407c527b2cf4,Biorand_GateShutter,44101,-14.17,8.38,108.33,0,143,0,,01_Village.CP2.StartVanilla.CP203_DynamiteValley.Level.HexShuffle|WayBack,chapteronly,
Leon,-1,,Biorand_BearTrap,44201,14.29,-0.95,161.03,0,-121,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,44201,-10,-0.54,160.35,0,-143,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_BearTrap,44201,-3.16,-0.61,163.2,0,-63,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_Tripwire,44101,16.12,9.54,95.76,0,172,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_BearTrap,44201,-9.98,-0.54,158.36,0,-56,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,44101,-16.28,5.74,125.63,0,-115,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_BearTrap,44101,-16.38,4.55,152.52,0,154,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.3,chapteronly,
Leon,-1,,Biorand_Tripwire,44101,-14.86,9.9,107.38,0,48,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.3,chapteronly,
Leon,-1,,Biorand_BearTrap,44101,-18.07,4.94,138.46,0,-84,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.4,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,44201,-0.9,-0.66,162.13,0,-90,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.4,chapteronly,
Leon,-1,,Biorand_LargeRocks,44101,-18.2,5.06,132.94,0,152,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.4,chapteronly,
Leon,-1,,Biorand_BearTrap,44101,18.33,8.81,96.34,0,-83,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.4,chapteronly,
Leon,-1,,Biorand_SmallWoodenBox,44101,-16.3,4.77,143.32,0,18,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.4,chapteronly,
Leon,-1,,Biorand_SmallWoodenBox,44101,-18.69,5.5,133.2,0,129,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.4,chapteronly,
Leon,-1,,Biorand_SmallWoodenBox,44101,-18.21,5.46,133.49,0,131,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.4,chapteronly,
Leon,-1,,Biorand_SmallWoodenBox,44101,-18.31,5.55,132.96,0,131,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.4,chapteronly,
Leon,-1,,Biorand_BearTrap,44101,-19.68,5.69,123.84,0,-148,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.5,chapteronly,
Leon,-1,,Biorand_Tripwire,44101,-7.94,6.06,135.45,0,114,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.5,chapteronly,
Leon,-1,,Biorand_BearTrap,44101,-7.09,5.72,135.14,0,13,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.6,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,44201,-0.31,-0.71,154.64,0,-74,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.6,chapteronly,
Leon,-1,,Biorand_BearTrap,44101,-7.72,8.47,102.71,0,144,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.7,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,44201,12.01,-1.01,155.87,0,-86,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.7,chapteronly,
Leon,-1,,Biorand_BearTrap,44101,-3.96,8.48,92.91,0,121,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.8,chapteronly,
Leon,-1,,Biorand_Tripwire,44201,-12.68,-0.18,162.28,0,-60,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.8,chapteronly,
Leon,-1,,Biorand_BearTrap,44101,11.46,8.83,92.41,0,75,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.9,chapteronly,
Leon,-1,,Biorand_LargeRocks,44101,-16.48,4.27,144.15,0,21,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.9,chapteronly,
Leon,-1,,Biorand_SmallWoodenBox,44101,-16.75,4.84,143.47,0,20,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.9,chapteronly,
Leon,-1,,Biorand_SmallWoodenBox,44101,-16.65,4.84,143.02,0,20,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.9,chapteronly,
Leon,-1,,Biorand_SmallWoodenBox,44101,-17.01,4.88,143.12,0,20,0,,01_Village.CP2.StartVanilla.CP204_PathtoMendezHouse.Gimmicks.9,chapteronly,
Leon,-1,,Biorand_Ladder1,44100,-9.06,2.91,35.63,0,85,0,,01_Village.CP3.StartVanilla.Level.CP301_VillageSquare.HighGround_0,,
Leon,-1,,Biorand_GateShutter,44100,-3.47,2.07,35.74,45,-92,0,,01_Village.CP3.StartVanilla.Level.CP301_VillageSquare.HighGround_0,,
Leon,-1,,Biorand_Wall,40200,0.19,-0.36,8.79,0,-175,0,,01_Village.CP3.StartVanilla.Level.CP301_VillageSquare.HighGround_0,,
Leon,-1,,Biorand_Ladder2,40200,8.16,0.88,21.02,0,94,0,,01_Village.CP3.StartVanilla.Level.CP301_VillageSquare.HighGround_0,,
Leon,-1,,Biorand_Wall,40200,7.87,0.2,18.37,0,17,0,,01_Village.CP3.StartVanilla.Level.CP301_VillageSquare.HighGround_0,,
Leon,-1,,Biorand_Wall,40200,7.54,-4.5,18.66,0,-84,0,,01_Village.CP3.StartVanilla.Level.CP301_VillageSquare.HighGround_0,,
Leon,-1,,Biorand_Ladder1,44100,-9.06,2.91,35.63,0,85,0,,01_Village.CP3.StartVanilla.Level.CP301_VillageSquare.HighGround_1,,
Leon,-1,,Biorand_GateShutter,44100,-3.47,2.07,35.74,45,-92,0,,01_Village.CP3.StartVanilla.Level.CP301_VillageSquare.HighGround_1,,
Leon,-1,,Biorand_Wall,40200,0.19,-0.36,8.79,0,-175,0,,01_Village.CP3.StartVanilla.Level.CP301_VillageSquare.HighGround_1,,
Leon,-1,,Biorand_Ladder1,44100,-9.06,2.91,35.63,0,85,0,,01_Village.CP3.StartVanilla.Level.CP301_VillageSquare.HighGround_2,,
Leon,-1,,Biorand_GateShutter,44100,-3.47,2.07,35.74,45,-92,0,,01_Village.CP3.StartVanilla.Level.CP301_VillageSquare.HighGround_2,,
Leon,-1,,Biorand_Wall,40200,7.87,0.2,18.37,0,17,0,,01_Village.CP3.StartVanilla.Level.CP301_VillageSquare.HighGround_2,,
Leon,-1,,Biorand_Wall,40200,-10.16,1.15,16.49,0,178,0,,01_Village.CP3.StartVanilla.Level.CP301_VillageSquare.LeftPath_0,,
Leon,-1,,Biorand_Ladder1,40200,-49.29,0.05,18.57,0,-83,0,,01_Village.CP3.StartVanilla.Level.CP301_VillageSquare.LeftPath_0,,
Leon,-1,,Biorand_Wall,40200,-21.32,-0.05,5.36,0,108,0,,01_Village.CP3.StartVanilla.Level.CP301_VillageSquare.LeftPath_0,,
Leon,-1,,Biorand_Wall,40200,-21.15,-0.02,6.77,0,-81,0,,01_Village.CP3.StartVanilla.Level.CP301_VillageSquare.LeftPath_0,,
Leon,-1,,Biorand_Wall,40200,-10.16,1.15,16.49,0,178,0,,01_Village.CP3.StartVanilla.Level.CP301_VillageSquare.LeftPath_1,,
Leon,-1,,Biorand_Wall,40200,-21.32,-0.05,5.36,0,108,0,,01_Village.CP3.StartVanilla.Level.CP301_VillageSquare.LeftPath_1,,
Leon,-1,,Biorand_Wall,40200,-21.15,-0.02,6.77,0,-81,0,,01_Village.CP3.StartVanilla.Level.CP301_VillageSquare.LeftPath_1,,
Leon,-1,,Biorand_Wall,40200,-10.16,1.15,16.49,0,178,0,,01_Village.CP3.StartVanilla.Level.CP301_VillageSquare.LeftPath_2,,
Leon,-1,,Biorand_Wall,40200,-32.82,-0.05,5.59,0,-162,0,,01_Village.CP3.StartVanilla.Level.CP301_VillageSquare.LeftPath_2,,
Leon,-1,,Biorand_Wall,40200,-15.79,2.74,18.62,0,86,0,,01_Village.CP3.StartVanilla.Level.CP301_VillageSquare.CenterPath_0,,
Leon,-1,,Biorand_Wall,40200,-15.34,2.85,22.18,0,122,0,,01_Village.CP3.StartVanilla.Level.CP301_VillageSquare.CenterPath_0,,
Leon,-1,6d0894e3-989f-4e18-9262-f57a570d285e,Biorand_GateShutter,45100,77.18,2.79,43.5,0,43,0,,01_Village.CP3.StartVanilla.Event.CP304_GraveyardChurch.Arena,,
Leon,-1,,Biorand_ExplosionOilBarrel,45200,83.43,6.93,71.16,0,-178,0,,01_Village.CP3.StartVanilla.Gimmicks.CP301_GraveyardChurch.0,,
Leon,-1,,Biorand_BearTrap,45200,86.87,7.84,72.34,0,178,0,,01_Village.CP3.StartVanilla.Gimmicks.CP301_GraveyardChurch.0,,
Leon,-1,,Biorand_BearTrap,45200,79.7,6.9,72.7,0,-146,0,,01_Village.CP3.StartVanilla.Gimmicks.CP301_GraveyardChurch.0,,
Leon,-1,,Biorand_ExplosionOilBarrel,45200,82.19,4.21,49.27,0,-52,0,,01_Village.CP3.StartVanilla.Gimmicks.CP301_GraveyardChurch.1,,
Leon,-1,,Biorand_BearTrap,45200,73.89,4.41,60.08,0,174,0,,01_Village.CP3.StartVanilla.Gimmicks.CP301_GraveyardChurch.1,,
Leon,-1,,Biorand_BearTrap,45200,84.75,4.77,61.73,0,49,0,,01_Village.CP3.StartVanilla.Gimmicks.CP301_GraveyardChurch.1,,
Leon,-1,,Biorand_ExplosionOilBarrel,45200,67.16,4.55,69.36,0,81,0,,01_Village.CP3.StartVanilla.Gimmicks.CP301_GraveyardChurch.2,,
Leon,-1,,Biorand_BearTrap,45200,68.1,3.92,62.8,0,-12,0,,01_Village.CP3.StartVanilla.Gimmicks.CP301_GraveyardChurch.2,,
Leon,-1,,Biorand_BearTrap,45200,87.52,9.82,81.22,0,31,0,,01_Village.CP3.StartVanilla.Gimmicks.CP301_GraveyardChurch.2,,
Leon,-1,,Biorand_GateShutter,45300,104.09,7.43,135.29,0,22.52,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoWall.Bridge.Arena,,
Leon,-1,,Biorand_GateShutter,45300,104.09,7.43,135.29,0,22.52,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.NoLadder.Bridge.Arena,,
Leon,-1,635ae0ca-ea4e-4ebc-b4bc-fb648cfac9c1,Biorand_GateShutter,45300,106.07,8.65,132.72,0,113.76,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.BridgetoQuarry.Arena|Lockdoor,chapteronly,
Leon,-1,,Biorand_InvisibleWall,45300,115,6.9,140.03,0,-62.68,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.BridgetoQuarry.Arena|Lockdoor,chapteronly,
Leon,-1,,Biorand_InvisibleWall,45300,116.95,6.9,143.56,0,-62.68,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.BridgetoQuarry.Arena|Lockdoor,chapteronly,
Leon,-1,,Biorand_InvisibleWall,45300,120.78,3.22,142.46,0,-62.68,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.BridgetoQuarry.Arena|Lockdoor,chapteronly,
Leon,-1,,Biorand_InvisibleWall,45300,119.23,-1.71,136.81,0,-62.68,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.BridgetoQuarry.Arena|Lockdoor,chapteronly,
Leon,-1,,Biorand_InvisibleWall,45300,117.59,-2.61,141.43,0,-62.68,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.BridgetoQuarry.Arena|Lockdoor,chapteronly,
Leon,-1,,Biorand_InvisibleWall,45300,115.18,-2.55,137.29,0,-118.31,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.BridgetoQuarry.Arena|Lockdoor,chapteronly,
Leon,-1,,Biorand_InvisibleWall,45300,114.02,3.93,142.74,0,-156.93,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.BridgetoQuarry.Arena|Lockdoor,chapteronly,
Leon,-1,,Biorand_InvisibleWall,45300,112.13,1.98,138.83,0,127.62,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.BridgetoQuarry.Arena|Lockdoor,chapteronly,
Leon,-1,,Biorand_Ladder1,45300,118.38,5.97,141.33,0,142.16,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.BridgetoQuarry.Arena|Lockdoor,chapteronly,
Leon,-1,,Biorand_Ladder2,45300,115.24,2.79,139.87,0,73.18,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.BridgetoQuarry.Arena|Lockdoor,chapteronly,
Leon,-1,,Biorand_GateShutter,45300,119.76,6.17,136.62,89.2,161.91,-177.14,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.BridgetoQuarry.Arena|Lockdoor,chapteronly,
Leon,-1,,Biorand_Ladder2,45300,114.53,-0.79,143.27,0,163.17,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.BridgetoQuarry.Arena|Lockdoor,chapteronly,
Leon,-1,,Biorand_GateShutter,45300,116.11,2.7,136,90,-9.34,6.92,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.BridgetoQuarry.Arena|Lockdoor,chapteronly,
Leon,-1,,Biorand_Ladder3,45300,104.26,5.03,135.39,0,-145,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.BridgetoQuarry.Arena|Lockdoor,chapteronly,
Leon,-1,,Biorand_Wall2,45300,117.31,-0.8,149.04,0,-117.36,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.BridgetoQuarry.Arena|Lockdoor,chapteronly,
Leon,-1,,Biorand_BlueWallTorch,45300,102.51,10.06,135.63,0,-146.35,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerPath.BridgetoQuarry.Arena|Lockdoor,chapteronly,
Leon,-1,,Biorand_Boat,46900,120.14,-8.07,152.36,0,91,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerBoat,chapteronly,
Leon,-1,,Biorand_Ladder1,45300,122.13,-4.16,146.39,0,-105.65,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerBoat,chapteronly,
Leon,-1,,Biorand_Ladder1,45300,103.79,6.06,137.04,0,-158,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerBoat,chapteronly,
Leon,-1,,Biorand_Ladder3,45300,104.26,5.03,135.39,0,-145,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerBoat,chapteronly,
Leon,-1,,Biorand_GateShutter,45302,176.83,5.6,157.38,0,-59.26,0,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerBoat,chapteronly,
Leon,-1,b28da312-885a-4749-88ea-657c60312976,Biorand_GateShutter,46900,250.55,-6.85,112.75,0,38.17,90,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerBoat,chapteronly,
Leon,-1,70a389ea-95b4-4526-a8c2-469b281e1fcb,Biorand_GateShutter,46900,250.67,-6.88,112.96,-3.38,33.89,-90,,01_Village.CP3.StartVanilla.Level.CP302_BridgetoQuarry.TowerBoat,chapteronly,
